Gap = 4
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
7.7	0.7574	0.7574	9.5	0.2362
7.8	0.7574	0.7574	9.6	0.2649
7.9	0.7574	0.7574	9.7	0.2936
7.9	0.7574	0.7574	9.8	0.3220
8.0	0.7574	0.7574	9.9	0.3504
8.1	0.7574	0.7573	10.0	0.3784
8.2	0.7574	0.7573	10.1	0.4062
8.3	0.7574	0.7573	10.3	0.4336
8.4	0.7574	0.7573	10.4	0.4607
8.5	0.7574	0.7573	10.5	0.4872
8.6	0.7574	0.7573	10.6	0.5132
8.7	0.7574	0.7573	10.7	0.5385
8.8	0.7574	0.7573	10.8	0.5631
8.9	0.7574	0.7573	11.0	0.5869
9.0	0.7574	0.7573	11.1	0.6097
9.1	0.7574	0.7573	11.2	0.6315
9.2	0.7574	0.7573	11.3	0.6522
9.3	0.7574	0.7573	11.4	0.6717
9.4	0.7574	0.7573	11.5	0.6899
9.5	0.7574	0.7573	11.7	0.7067
9.5	0.7574	0.7573	11.8	0.7220
9.6	0.7574	0.7573	11.9	0.7358
9.7	0.7574	0.7573	12.0	0.7480
9.8	0.7574	0.7573	12.1	0.7585
9.9	0.7574	0.7573	12.2	0.7673
10.0	0.7574	0.7573	12.4	0.7743
10.1	0.7574	0.7573	12.5	0.7796
10.2	0.7574	0.7573	12.6	0.7831
10.3	0.7574	0.7573	12.7	0.7847
10.4	0.7574	0.7573	12.8	0.7846
10.5	0.7574	0.7573	12.9	0.7826
10.6	0.7574	0.7573	13.0	0.7788
10.7	0.7574	0.7573	13.2	0.7732
10.8	0.7574	0.7573	13.3	0.7658
10.9	0.7574	0.7573	13.4	0.7567
11.0	0.7574	0.7573	13.5	0.7459
11.1	0.7574	0.7573	13.6	0.7334
11.1	0.7574	0.7573	13.7	0.7194
11.2	0.7574	0.7573	13.9	0.7037
11.3	0.7574	0.7573	14.0	0.6867
11.4	0.7573	0.7573	14.1	0.6682
11.5	0.7573	0.7573	14.2	0.6485
11.6	0.7573	0.7573	14.3	0.6275
11.7	0.7573	0.7573	14.4	0.6055
11.8	0.7573	0.7572	14.6	0.5824
11.9	0.7573	0.7572	14.7	0.5585
12.0	0.7573	0.7572	14.8	0.5337
12.1	0.7573	0.7572	14.9	0.5082
12.2	0.7573	0.7572	15.0	0.4820
12.3	0.7573	0.7572	15.1	0.4553
12.4	0.7573	0.7572	15.3	0.4281
12.5	0.7573	0.7572	15.4	0.4005
12.6	0.7572	0.7572	15.5	0.3726
12.6	0.7572	0.7572	15.6	0.3444
12.7	0.7572	0.7572	15.7	0.3159
12.8	0.7572	0.7572	15.8	0.2873
12.9	0.7572	0.7572	15.9	0.2585
13.0	0.7572	0.7572	16.1	0.2296
13.1	0.7572	0.7572	16.2	0.2007
13.2	0.7572	0.7572	16.3	0.1716
13.3	0.7572	0.7572	16.4	0.1425
13.4	0.7573	0.7572	16.5	0.1134
13.5	0.7573	0.7572	16.6	0.0842
13.6	0.7573	0.7572	16.8	0.0551
13.7	0.7573	0.7572	16.9	0.0259
13.8	0.7573	0.7572	17.0	-0.0033
13.9	0.7573	0.7572	17.1	-0.0325
14.0	0.7573	0.7572	17.2	-0.0618
14.1	0.7573	0.7572	17.3	-0.0910
14.2	0.7573	0.7572	17.5	-0.1201
14.2	0.7573	0.7572	17.6	-0.1493
14.3	0.7572	0.7572	17.7	-0.1785
14.4	0.7572	0.7572	17.8	-0.2076
14.5	0.7572	0.7572	17.9	-0.2366
14.6	0.7572	0.7572	18.0	-0.2656
14.7	0.7572	0.7572	18.2	-0.2945
14.8	0.7572	0.7571	18.3	-0.3232
14.9	0.7572	0.7571	18.4	-0.3517
15.0	0.7572	0.7571	18.5	-0.3801
Gap = 8
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-15.0	0.5015	0.5015	-18.5	0.2652
-14.9	0.5015	0.5015	-18.4	0.2464
-14.8	0.5015	0.5015	-18.3	0.2272
-14.7	0.5015	0.5015	-18.2	0.2078
-14.6	0.5015	0.5015	-18.0	0.1882
-14.5	0.5015	0.5015	-17.9	0.1683
-14.4	0.5015	0.5015	-17.8	0.1482
-14.3	0.5015	0.5015	-17.7	0.1280
-14.2	0.5015	0.5015	-17.6	0.1076
-14.2	0.5015	0.5015	-17.5	0.0871
-14.1	0.5015	0.5015	-17.3	0.0666
-14.0	0.5015	0.5015	-17.2	0.0459
-13.9	0.5015	0.5015	-17.1	0.0253
-13.8	0.5015	0.5015	-17.0	0.0046
-13.7	0.5015	0.5015	-16.9	-0.0161
-13.6	0.5015	0.5015	-16.8	-0.0367
-13.5	0.5015	0.5015	-16.6	-0.0573
-13.4	0.5015	0.5015	-16.5	-0.0779
-13.3	0.5015	0.5015	-16.4	-0.0983
-13.2	0.5015	0.5015	-16.3	-0.1186
-13.1	0.5015	0.5015	-16.2	-0.1388
-13.0	0.5015	0.5015	-16.1	-0.1588
-12.9	0.5015	0.5015	-15.9	-0.1786
-12.8	0.5015	0.5015	-15.8	-0.1982
-12.7	0.5015	0.5015	-15.7	-0.2175
-12.6	0.5015	0.5015	-15.6	-0.2366
-12.6	0.5015	0.5015	-15.5	-0.2553
-12.5	0.5015	0.5015	-15.4	-0.2736
-12.4	0.5015	0.5015	-15.3	-0.2916
-12.3	0.5015	0.5015	-15.1	-0.3091
-12.2	0.5015	0.5015	-15.0	-0.3262
-12.1	0.5015	0.5015	-14.9	-0.3428
-12.0	0.5016	0.5015	-14.8	-0.3588
-11.9	0.5016	0.5015	-14.7	-0.3742
-11.8	0.5016	0.5015	-14.6	-0.3889
-11.7	0.5016	0.5016	-14.4	-0.4030
-11.6	0.5016	0.5016	-14.3	-0.4164
-11.5	0.5016	0.5016	-14.2	-0.4291
-11.4	0.5016	0.5016	-14.1	-0.4409
-11.3	0.5016	0.5016	-14.0	-0.4519
-11.2	0.5016	0.5016	-13.9	-0.4620
-11.1	0.5016	0.5016	-13.7	-0.4713
-11.1	0.5016	0.5016	-13.6	-0.4796
-11.0	0.5016	0.5016	-13.5	-0.4869
-10.9	0.5016	0.5016	-13.4	-0.4933
-10.8	0.5016	0.5016	-13.3	-0.4986
-10.7	0.5016	0.5016	-13.2	-0.5029
-10.6	0.5016	0.5016	-13.0	-0.5062
-10.5	0.5016	0.5016	-12.9	-0.5085
-10.4	0.5016	0.5016	-12.8	-0.5096
-10.3	0.5016	0.5016	-12.7	-0.5097
-10.2	0.5016	0.5016	-12.6	-0.5088
-10.1	0.5016	0.5016	-12.5	-0.5068
-10.0	0.5016	0.5016	-12.4	-0.5037
-9.9	0.5016	0.5016	-12.2	-0.4996
-9.8	0.5016	0.5016	-12.1	-0.4945
-9.7	0.5016	0.5016	-12.0	-0.4884
-9.6	0.5016	0.5016	-11.9	-0.4813
-9.5	0.5016	0.5016	-11.8	-0.4732
-9.5	0.5016	0.5016	-11.7	-0.4641
-9.4	0.5016	0.5016	-11.5	-0.4542
-9.3	0.5016	0.5016	-11.4	-0.4434
-9.2	0.5016	0.5016	-11.3	-0.4318
-9.1	0.5016	0.5016	-11.2	-0.4194
-9.0	0.5016	0.5016	-11.1	-0.4062
-8.9	0.5016	0.5016	-11.0	-0.3923
-8.8	0.5016	0.5016	-10.8	-0.3777
-8.7	0.5016	0.5016	-10.7	-0.3625
-8.6	0.5016	0.5016	-10.6	-0.3466
-8.5	0.5016	0.5016	-10.5	-0.3303
-8.4	0.5016	0.5016	-10.4	-0.3134
-8.3	0.5016	0.5016	-10.3	-0.2960
-8.2	0.5016	0.5016	-10.1	-0.2782
-8.1	0.5016	0.5016	-10.0	-0.2600
-8.0	0.5016	0.5016	-9.9	-0.2415
-7.9	0.5016	0.5016	-9.8	-0.2226
-7.9	0.5016	0.5016	-9.7	-0.2034
-7.8	0.5016	0.5016	-9.6	-0.1840
-7.7	0.5016	0.5016	-9.5	-0.1643
-7.6	0.5016	0.5016	-9.3	-0.1445
-7.5	0.5016	0.5016	-9.2	-0.1244
-7.4	0.5016	0.5016	-9.1	-0.1043
-7.3	0.5016	0.5016	-9.0	-0.0840
-7.2	0.5016	0.5016	-8.9	-0.0636
-7.1	0.5016	0.5016	-8.8	-0.0431
-7.0	0.5016	0.5016	-8.6	-0.0226
-6.9	0.5016	0.5016	-8.5	-0.0020
-6.8	0.5016	0.5016	-8.4	0.0185
-6.7	0.5016	0.5016	-8.3	0.0391
-6.6	0.5016	0.5016	-8.2	0.0596
-6.5	0.5016	0.5016	-8.1	0.0800
-6.4	0.5016	0.5016	-7.9	0.1003
-6.3	0.5016	0.5016	-7.8	0.1206
-6.3	0.5016	0.5016	-7.7	0.1407
-6.2	0.5016	0.5016	-7.6	0.1607
-6.1	0.5016	0.5016	-7.5	0.1804
-6.0	0.5016	0.5016	-7.4	0.2000
-5.9	0.5016	0.5016	-7.2	0.2193
-5.8	0.5016	0.5016	-7.1	0.2383
-5.7	0.5016	0.5016	-7.0	0.2570
-5.6	0.5016	0.5016	-6.9	0.2754
-5.5	0.5016	0.5016	-6.8	0.2934
-5.4	0.5016	0.5016	-6.7	0.3110
-5.3	0.5016	0.5016	-6.6	0.3281
-5.2	0.5016	0.5016	-6.4	0.3448
-5.1	0.5016	0.5016	-6.3	0.3609
-5.0	0.5016	0.5016	-6.2	0.3764
-4.9	0.5016	0.5016	-6.1	0.3913
-4.8	0.5016	0.5016	-6.0	0.4055
-4.7	0.5016	0.5016	-5.9	0.4190
-4.7	0.5016	0.5016	-5.7	0.4318
-4.6	0.5016	0.5016	-5.6	0.4438
-4.5	0.5016	0.5016	-5.5	0.4550
-4.4	0.5017	0.5016	-5.4	0.4654
-4.3	0.5017	0.5016	-5.3	0.4748
-4.2	0.5017	0.5016	-5.2	0.4833
-4.1	0.5017	0.5016	-5.0	0.4909
-4.0	0.5017	0.5016	-4.9	0.4975
-3.9	0.5017	0.5016	-4.8	0.5030
-3.8	0.5017	0.5016	-4.7	0.5076
-3.7	0.5017	0.5017	-4.6	0.5111
-3.6	0.5017	0.5017	-4.5	0.5136
-3.5	0.5017	0.5017	-4.3	0.5150
-3.4	0.5017	0.5017	-4.2	0.5154
-3.3	0.5017	0.5017	-4.1	0.5147
-3.2	0.5017	0.5017	-4.0	0.5129
-3.2	0.5017	0.5017	-3.9	0.5101
-3.1	0.5017	0.5017	-3.8	0.5062
-3.0	0.5017	0.5016	-3.7	0.5013
-2.9	0.5017	0.5016	-3.5	0.4954
-2.8	0.5017	0.5016	-3.4	0.4885
-2.7	0.5017	0.5016	-3.3	0.4806
-2.6	0.5017	0.5016	-3.2	0.4717
-2.5	0.5017	0.5016	-3.1	0.4620
-2.4	0.5017	0.5016	-3.0	0.4514
-2.3	0.5017	0.5016	-2.8	0.4399
-2.2	0.5017	0.5016	-2.7	0.4276
-2.1	0.5017	0.5016	-2.6	0.4145
-2.0	0.5017	0.5016	-2.5	0.4007
-1.9	0.5017	0.5016	-2.4	0.3863
-1.8	0.5017	0.5016	-2.3	0.3711
-1.7	0.5017	0.5016	-2.1	0.3554
-1.6	0.5017	0.5016	-2.0	0.3390
-1.6	0.5017	0.5016	-1.9	0.3222
-1.5	0.5017	0.5016	-1.8	0.3049
-1.4	0.5017	0.5016	-1.7	0.2871
-1.3	0.5017	0.5016	-1.6	0.2689
-1.2	0.5017	0.5016	-1.4	0.2504
-1.1	0.5017	0.5016	-1.3	0.2315
-1.0	0.5017	0.5017	-1.2	0.2123
-0.9	0.5017	0.5017	-1.1	0.1928
-0.8	0.5017	0.5017	-1.0	0.1731
-0.7	0.5017	0.5017	-0.9	0.1532
-0.6	0.5017	0.5017	-0.8	0.1332
-0.5	0.5017	0.5017	-0.6	0.1129
-0.4	0.5017	0.5017	-0.5	0.0926
-0.3	0.5017	0.5017	-0.4	0.0721
-0.2	0.5017	0.5017	-0.3	0.0515
-0.1	0.5017	0.5017	-0.2	0.0310
-0.0	0.5017	0.5017	-0.1	0.0103
0.0	0.5017	0.5017	0.1	-0.0103
0.1	0.5017	0.5017	0.2	-0.0310
0.2	0.5017	0.5017	0.3	-0.0515
0.3	0.5017	0.5017	0.4	-0.0721
0.4	0.5017	0.5017	0.5	-0.0926
0.5	0.5017	0.5017	0.6	-0.1129
0.6	0.5017	0.5017	0.8	-0.1332
0.7	0.5017	0.5017	0.9	-0.1532
0.8	0.5017	0.5017	1.0	-0.1731
0.9	0.5017	0.5017	1.1	-0.1928
1.0	0.5017	0.5017	1.2	-0.2123
1.1	0.5017	0.5016	1.3	-0.2315
1.2	0.5017	0.5016	1.4	-0.2504
1.3	0.5017	0.5016	1.6	-0.2689
1.4	0.5017	0.5016	1.7	-0.2871
1.5	0.5017	0.5016	1.8	-0.3049
1.6	0.5017	0.5016	1.9	-0.3222
1.6	0.5017	0.5016	2.0	-0.3390
1.7	0.5017	0.5016	2.1	-0.3554
1.8	0.5017	0.5016	2.3	-0.3711
1.9	0.5017	0.5016	2.4	-0.3863
2.0	0.5017	0.5016	2.5	-0.4007
2.1	0.5017	0.5016	2.6	-0.4145
2.2	0.5017	0.5016	2.7	-0.4276
2.3	0.5017	0.5016	2.8	-0.4399
2.4	0.5017	0.5016	3.0	-0.4514
2.5	0.5017	0.5016	3.1	-0.4620
2.6	0.5017	0.5016	3.2	-0.4717
2.7	0.5017	0.5016	3.3	-0.4806
2.8	0.5017	0.5016	3.4	-0.4885
2.9	0.5017	0.5016	3.5	-0.4954
3.0	0.5017	0.5016	3.7	-0.5013
3.1	0.5017	0.5017	3.8	-0.5062
3.2	0.5017	0.5017	3.9	-0.5101
3.2	0.5017	0.5017	4.0	-0.5129
3.3	0.5017	0.5017	4.1	-0.5147
3.4	0.5017	0.5017	4.2	-0.5154
3.5	0.5017	0.5017	4.3	-0.5150
3.6	0.5017	0.5017	4.5	-0.5136
3.7	0.5017	0.5017	4.6	-0.5111
3.8	0.5017	0.5016	4.7	-0.5076
3.9	0.5017	0.5016	4.8	-0.5030
4.0	0.5017	0.5016	4.9	-0.4975
4.1	0.5017	0.5016	5.0	-0.4909
4.2	0.5017	0.5016	5.2	-0.4833
4.3	0.5017	0.5016	5.3	-0.4748
4.4	0.5017	0.5016	5.4	-0.4654
4.5	0.5016	0.5016	5.5	-0.4550
4.6	0.5016	0.5016	5.6	-0.4438
4.7	0.5016	0.5016	5.7	-0.4318
4.7	0.5016	0.5016	5.9	-0.4190
4.8	0.5016	0.5016	6.0	-0.4055
4.9	0.5016	0.5016	6.1	-0.3913
5.0	0.5016	0.5016	6.2	-0.3764
5.1	0.5016	0.5016	6.3	-0.3609
5.2	0.5016	0.5016	6.4	-0.3448
5.3	0.5016	0.5016	6.6	-0.3281
5.4	0.5016	0.5016	6.7	-0.3110
5.5	0.5016	0.5016	6.8	-0.2934
5.6	0.5016	0.5016	6.9	-0.2754
5.7	0.5016	0.5016	7.0	-0.2570
5.8	0.5016	0.5016	7.1	-0.2383
5.9	0.5016	0.5016	7.2	-0.2193
6.0	0.5016	0.5016	7.4	-0.2000
6.1	0.5016	0.5016	7.5	-0.1804
6.2	0.5016	0.5016	7.6	-0.1607
6.3	0.5016	0.5016	7.7	-0.1407
6.3	0.5016	0.5016	7.8	-0.1206
6.4	0.5016	0.5016	7.9	-0.1003
6.5	0.5016	0.5016	8.1	-0.0800
6.6	0.5016	0.5016	8.2	-0.0596
6.7	0.5016	0.5016	8.3	-0.0391
6.8	0.5016	0.5016	8.4	-0.0185
6.9	0.5016	0.5016	8.5	0.0020
7.0	0.5016	0.5016	8.6	0.0226
7.1	0.5016	0.5016	8.8	0.0431
7.2	0.5016	0.5016	8.9	0.0636
7.3	0.5016	0.5016	9.0	0.0840
7.4	0.5016	0.5016	9.1	0.1043
7.5	0.5016	0.5016	9.2	0.1244
7.6	0.5016	0.5016	9.3	0.1445
7.7	0.5016	0.5016	9.5	0.1643
7.8	0.5016	0.5016	9.6	0.1840
7.9	0.5016	0.5016	9.7	0.2034
7.9	0.5016	0.5016	9.8	0.2226
8.0	0.5016	0.5016	9.9	0.2415
8.1	0.5016	0.5016	10.0	0.2600
8.2	0.5016	0.5016	10.1	0.2782
8.3	0.5016	0.5016	10.3	0.2960
8.4	0.5016	0.5016	10.4	0.3134
8.5	0.5016	0.5016	10.5	0.3303
8.6	0.5016	0.5016	10.6	0.3466
8.7	0.5016	0.5016	10.7	0.3625
8.8	0.5016	0.5016	10.8	0.3777
8.9	0.5016	0.5016	11.0	0.3923
9.0	0.5016	0.5016	11.1	0.4062
9.1	0.5016	0.5016	11.2	0.4194
9.2	0.5016	0.5016	11.3	0.4318
9.3	0.5016	0.5016	11.4	0.4434
9.4	0.5016	0.5016	11.5	0.4542
9.5	0.5016	0.5016	11.7	0.4641
9.5	0.5016	0.5016	11.8	0.4732
9.6	0.5016	0.5016	11.9	0.4813
9.7	0.5016	0.5016	12.0	0.4884
9.8	0.5016	0.5016	12.1	0.4945
9.9	0.5016	0.5016	12.2	0.4996
10.0	0.5016	0.5016	12.4	0.5037
10.1	0.5016	0.5016	12.5	0.5068
10.2	0.5016	0.5016	12.6	0.5088
10.3	0.5016	0.5016	12.7	0.5097
10.4	0.5016	0.5016	12.8	0.5096
10.5	0.5016	0.5016	12.9	0.5085
10.6	0.5016	0.5016	13.0	0.5062
10.7	0.5016	0.5016	13.2	0.5029
10.8	0.5016	0.5016	13.3	0.4986
10.9	0.5016	0.5016	13.4	0.4933
11.0	0.5016	0.5016	13.5	0.4869
11.1	0.5016	0.5016	13.6	0.4796
11.1	0.5016	0.5016	13.7	0.4713
11.2	0.5016	0.5016	13.9	0.4620
11.3	0.5016	0.5016	14.0	0.4519
11.4	0.5016	0.5016	14.1	0.4409
11.5	0.5016	0.5016	14.2	0.4291
11.6	0.5016	0.5016	14.3	0.4164
11.7	0.5016	0.5016	14.4	0.4030
11.8	0.5016	0.5015	14.6	0.3889
11.9	0.5016	0.5015	14.7	0.3742
12.0	0.5016	0.5015	14.8	0.3588
12.1	0.5015	0.5015	14.9	0.3428
12.2	0.5015	0.5015	15.0	0.3262
12.3	0.5015	0.5015	15.1	0.3091
12.4	0.5015	0.5015	15.3	0.2916
12.5	0.5015	0.5015	15.4	0.2736
12.6	0.5015	0.5015	15.5	0.2553
12.6	0.5015	0.5015	15.6	0.2366
12.7	0.5015	0.5015	15.7	0.2175
12.8	0.5015	0.5015	15.8	0.1982
12.9	0.5015	0.5015	15.9	0.1786
13.0	0.5015	0.5015	16.1	0.1588
13.1	0.5015	0.5015	16.2	0.1388
13.2	0.5015	0.5015	16.3	0.1186
13.3	0.5015	0.5015	16.4	0.0983
13.4	0.5015	0.5015	16.5	0.0779
13.5	0.5015	0.5015	16.6	0.0573
13.6	0.5015	0.5015	16.8	0.0367
13.7	0.5015	0.5015	16.9	0.0161
13.8	0.5015	0.5015	17.0	-0.0046
13.9	0.5015	0.5015	17.1	-0.0253
14.0	0.5015	0.5015	17.2	-0.0459
14.1	0.5015	0.5015	17.3	-0.0666
14.2	0.5015	0.5015	17.5	-0.0871
14.2	0.5015	0.5015	17.6	-0.1076
14.3	0.5015	0.5015	17.7	-0.1280
14.4	0.5015	0.5015	17.8	-0.1482
14.5	0.5015	0.5015	17.9	-0.1683
14.6	0.5015	0.5015	18.0	-0.1882
14.7	0.5015	0.5015	18.2	-0.2078
14.8	0.5015	0.5015	18.3	-0.2272
14.9	0.5015	0.5015	18.4	-0.2464
15.0	0.5015	0.5015	18.5	-0.2652
Gap = 10
X_pos[mm]	Beff[T]	Bpeak[T]	Z_pos[mm]	By[T]
-15.0	0.3390	0.3389	-18.5	0.1850
-14.9	0.3390	0.3390	-18.4	0.1722
-14.8	0.3390	0.3390	-18.3	0.1592
-14.7	0.3390	0.3390	-18.2	0.1459
-14.6	0.3390	0.3390	-18.0	0.1325
-14.5	0.3390	0.3390	-17.9	0.1188
-14.4	0.3390	0.3390	-17.8	0.1049
-14.3	0.3390	0.3390	-17.7	0.0910
-14.2	0.3390	0.3390	-17.6	0.0768
-14.2	0.3390	0.3390	-17.5	0.0626
-14.1	0.3390	0.3390	-17.3	0.0483
-14.0	0.3390	0.3390	-17.2	0.0339
-13.9	0.3390	0.3390	-17.1	0.0195
-13.8	0.3390	0.3390	-17.0	0.0051
-13.7	0.3390	0.3390	-16.9	-0.0094
-13.6	0.3390	0.3390	-16.8	-0.0238
-13.5	0.3390	0.3390	-16.6	-0.0381
-13.4	0.3390	0.3390	-16.5	-0.0524
-13.3	0.3390	0.3390	-16.4	-0.0666
-13.2	0.3390	0.3390	-16.3	-0.0807
-13.1	0.3390	0.3390	-16.2	-0.0947
-13.0	0.3390	0.3390	-16.1	-0.1085
-12.9	0.3390	0.3390	-15.9	-0.1221
-12.8	0.3390	0.3390	-15.8	-0.1355
-12.7	0.3390	0.3390	-15.7	-0.1487
-12.6	0.3390	0.3390	-15.6	-0.1617
-12.6	0.3390	0.3390	-15.5	-0.1744
-12.5	0.3390	0.3390	-15.4	-0.1868
-12.4	0.3390	0.3390	-15.3	-0.1988
-12.3	0.3390	0.3390	-15.1	-0.2106
-12.2	0.3391	0.3390	-15.0	-0.2220
-12.1	0.3391	0.3391	-14.9	-0.2329
-12.0	0.3391	0.3391	-14.8	-0.2435
-11.9	0.3391	0.3391	-14.7	-0.2537
-11.8	0.3391	0.3391	-14.6	-0.2634
-11.7	0.3391	0.3391	-14.4	-0.2726
-11.6	0.3391	0.3391	-14.3	-0.2813
-11.5	0.3391	0.3391	-14.2	-0.2895
-11.4	0.3391	0.3391	-14.1	-0.2972
-11.3	0.3391	0.3391	-14.0	-0.3042
-11.2	0.3391	0.3391	-13.9	-0.3108
-11.1	0.3391	0.3391	-13.7	-0.3167
-11.1	0.3391	0.3391	-13.6	-0.3220
-11.0	0.3391	0.3391	-13.5	-0.3267
-10.9	0.3391	0.3391	-13.4	-0.3308
-10.8	0.3391	0.3391	-13.3	-0.3342
-10.7	0.3391	0.3391	-13.2	-0.3370
-10.6	0.3391	0.3391	-13.0	-0.3391
-10.5	0.3391	0.3391	-12.9	-0.3405
-10.4	0.3391	0.3391	-12.8	-0.3413
-10.3	0.3391	0.3391	-12.7	-0.3413
-10.2	0.3391	0.3391	-12.6	-0.3408
-10.1	0.3391	0.3391	-12.5	-0.3395
-10.0	0.3391	0.3391	-12.4	-0.3376
-9.9	0.3391	0.3391	-12.2	-0.3350
-9.8	0.3391	0.3391	-12.1	-0.3318
-9.7	0.3391	0.3391	-12.0	-0.3279
-9.6	0.3391	0.3391	-11.9	-0.3234
-9.5	0.3391	0.3391	-11.8	-0.3182
-9.5	0.3391	0.3391	-11.7	-0.3125
-9.4	0.3391	0.3391	-11.5	-0.3061
-9.3	0.3391	0.3391	-11.4	-0.2992
-9.2	0.3391	0.3391	-11.3	-0.2917
-9.1	0.3391	0.3391	-11.2	-0.2837
-9.0	0.3391	0.3391	-11.1	-0.2751
-8.9	0.3391	0.3391	-11.0	-0.2661
-8.8	0.3391	0.3391	-10.8	-0.2566
-8.7	0.3391	0.3391	-10.7	-0.2466
-8.6	0.3391	0.3391	-10.6	-0.2361
-8.5	0.3391	0.3391	-10.5	-0.2253
-8.4	0.3391	0.3391	-10.4	-0.2141
-8.3	0.3391	0.3391	-10.3	-0.2025
-8.2	0.3391	0.3391	-10.1	-0.1906
-8.1	0.3391	0.3391	-10.0	-0.1783
-8.0	0.3391	0.3391	-9.9	-0.1658
-7.9	0.3391	0.3391	-9.8	-0.1530
-7.9	0.3391	0.3391	-9.7	-0.1399
-7.8	0.3391	0.3391	-9.6	-0.1266
-7.7	0.3391	0.3391	-9.5	-0.1131
-7.6	0.3391	0.3391	-9.3	-0.0994
-7.5	0.3391	0.3391	-9.2	-0.0856
-7.4	0.3391	0.3391	-9.1	-0.0717
-7.3	0.3391	0.3391	-9.0	-0.0576
-7.2	0.3391	0.3391	-8.9	-0.0434
-7.1	0.3391	0.3391	-8.8	-0.0292
-7.0	0.3391	0.3391	-8.6	-0.0149
-6.9	0.3391	0.3391	-8.5	-0.0006
-6.8	0.3391	0.3391	-8.4	0.0137
-6.7	0.3391	0.3391	-8.3	0.0280
-6.6	0.3391	0.3391	-8.2	0.0423
-6.5	0.3391	0.3391	-8.1	0.0565
-6.4	0.3391	0.3391	-7.9	0.0706
-6.3	0.3391	0.3391	-7.8	0.0846
-6.3	0.3391	0.3391	-7.7	0.0985
-6.2	0.3391	0.3391	-7.6	0.1123
-6.1	0.3391	0.3391	-7.5	0.1258
-6.0	0.3391	0.3391	-7.4	0.1392
-5.9	0.3391	0.3391	-7.2	0.1524
-5.8	0.3391	0.3391	-7.1	0.1653
-5.7	0.3391	0.3391	-7.0	0.1780
-5.6	0.3391	0.3391	-6.9	0.1904
-5.5	0.3391	0.3391	-6.8	0.2025
-5.4	0.3391	0.3391	-6.7	0.2142
-5.3	0.3391	0.3391	-6.6	0.2256
-5.2	0.3391	0.3391	-6.4	0.2367
-5.1	0.3391	0.3391	-6.3	0.2473
-5.0	0.3391	0.3391	-6.2	0.2575
-4.9	0.3391	0.3391	-6.1	0.2672
-4.8	0.3391	0.3391	-6.0	0.2765
-4.7	0.3391	0.3391	-5.9	0.2853
-4.7	0.3391	0.3391	-5.7	0.2936
-4.6	0.3391	0.3391	-5.6	0.3013
-4.5	0.3391	0.3391	-5.5	0.3085
-4.4	0.3391	0.3391	-5.4	0.3151
-4.3	0.3391	0.3391	-5.3	0.3211
-4.2	0.3391	0.3391	-5.2	0.3266
-4.1	0.3391	0.3391	-5.0	0.3314
-4.0	0.3391	0.3391	-4.9	0.3355
-3.9	0.3391	0.3391	-4.8	0.3391
-3.8	0.3391	0.3391	-4.7	0.3420
-3.7	0.3391	0.3391	-4.6	0.3442
-3.6	0.3391	0.3391	-4.5	0.3457
-3.5	0.3391	0.3391	-4.3	0.3466
-3.4	0.3391	0.3391	-4.2	0.3468
-3.3	0.3391	0.3391	-4.1	0.3464
-3.2	0.3391	0.3391	-4.0	0.3452
-3.2	0.3391	0.3391	-3.9	0.3434
-3.1	0.3391	0.3391	-3.8	0.3410
-3.0	0.3391	0.3391	-3.7	0.3378
-2.9	0.3391	0.3391	-3.5	0.3341
-2.8	0.3391	0.3391	-3.4	0.3297
-2.7	0.3391	0.3391	-3.3	0.3246
-2.6	0.3391	0.3391	-3.2	0.3190
-2.5	0.3391	0.3391	-3.1	0.3127
-2.4	0.3391	0.3391	-3.0	0.3059
-2.3	0.3391	0.3391	-2.8	0.2984
-2.2	0.3391	0.3391	-2.7	0.2905
-2.1	0.3391	0.3391	-2.6	0.2820
-2.0	0.3391	0.3391	-2.5	0.2730
-1.9	0.3391	0.3391	-2.4	0.2635
-1.8	0.3391	0.3391	-2.3	0.2536
-1.7	0.3391	0.3391	-2.1	0.2432
-1.6	0.3391	0.3391	-2.0	0.2324
-1.6	0.3391	0.3391	-1.9	0.2212
-1.5	0.3391	0.3391	-1.8	0.2096
-1.4	0.3391	0.3391	-1.7	0.1977
-1.3	0.3391	0.3391	-1.6	0.1855
-1.2	0.3391	0.3391	-1.4	0.1729
-1.1	0.3391	0.3391	-1.3	0.1601
-1.0	0.3391	0.3391	-1.2	0.1470
-0.9	0.3391	0.3391	-1.1	0.1337
-0.8	0.3391	0.3391	-1.0	0.1202
-0.7	0.3391	0.3391	-0.9	0.1065
-0.6	0.3391	0.3391	-0.8	0.0926
-0.5	0.3391	0.3391	-0.6	0.0786
-0.4	0.3391	0.3391	-0.5	0.0645
-0.3	0.3391	0.3391	-0.4	0.0502
-0.2	0.3391	0.3391	-0.3	0.0359
-0.1	0.3391	0.3391	-0.2	0.0216
-0.0	0.3391	0.3391	-0.1	0.0072
0.0	0.3391	0.3391	0.1	-0.0072
0.1	0.3391	0.3391	0.2	-0.0216
0.2	0.3391	0.3391	0.3	-0.0359
0.3	0.3391	0.3391	0.4	-0.0502
