X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
6	-4	-1674	5.13124e-09	2.47226e-06	-1.75148e-07
-6	0	-1674	-1.13049e-14	2.47762e-06	-1.00637e-14
0	0	-1674	-1.27803e-15	2.48148e-06	-1.17894e-14
6	0	-1674	2.64064e-15	2.47762e-06	-1.02235e-14
-6	4	-1674	5.13124e-09	2.47226e-06	1.75148e-07
0	4	-1674	-6.3807e-15	2.4761e-06	1.755e-07
6	4	-1674	-5.13124e-09	2.47226e-06	1.75148e-07
-6	-4	-1671	-5.49718e-09	2.60743e-06	-1.86124e-07
0	-4	-1671	1.61629e-15	2.61155e-06	-1.86505e-07
6	-4	-1671	5.49717e-09	2.60743e-06	-1.86124e-07
-6	0	-1671	-6.40893e-15	2.61318e-06	-1.20846e-14
0	0	-1671	1.7479e-15	2.61731e-06	-8.45462e-15
6	0	-1671	-5.0557e-15	2.61318e-06	-9.39135e-15
-6	4	-1671	5.49718e-09	2.60743e-06	1.86124e-07
0	4	-1671	-2.82857e-15	2.61155e-06	1.86505e-07
6	4	-1671	-5.49718e-09	2.60743e-06	1.86124e-07
-6	-4	-1668	-5.89284e-09	2.75111e-06	-1.97893e-07
0	-4	-1668	-1.38137e-15	2.75552e-06	-1.98305e-07
6	-4	-1668	5.89284e-09	2.75111e-06	-1.97893e-07
-6	0	-1668	1.40972e-16	2.75728e-06	-9.89125e-15
0	0	-1668	-5.97664e-15	2.7617e-06	-1.08331e-14
6	0	-1668	-5.69472e-15	2.75728e-06	-1.07762e-14
-6	4	-1668	5.89283e-09	2.75111e-06	1.97893e-07
